ID	sp10N2016	sp10N2017	sp10N2018	sp16N2016	sp16N2017	sp16N2018	sp1N2016	sp1N2017	sp1N2018	sp20N2016	sp20N2017	sp20N2018
Zotu23039								1				
Zotu14481					2							
Zotu2271	4		5	3		1	5	1		3		
Zotu21512	2									1		
Zotu14042		1			1	3	1					1
Zotu19410					1							
Zotu5074	1		1				1		1			
Zotu6942					1					1		
Zotu767	3	1	4	1	13	5	2	1		2	10	1
Zotu53107											1	
Zotu9165	1				4	4						
Zotu7532	1			5	1				1		1	2
Zotu1079	2							1			1	
Zotu315	2			3	4	4	1		2		5	4
Zotu242	1		1		13	1	1				107	4
Zotu984				2	17	1				2	8	
Zotu2609			1		1	3		1			1	
Zotu15755	1						1					
Zotu29371	1					1						
Zotu4513	2	4	2	2		1	3	2	2			
Zotu16562					1							
Zotu4817			1					1			1	
Zotu1421	4	1	6		2		5	1	2	2	5	2
Zotu21535	1											
Zotu18266	2											
Zotu7504							1	1		2	1	
Zotu1988	4				3	1	2		1			
Zotu23341	1		1									
Zotu1949												1
Zotu3150			3			1	1	3	1	1	3	
Zotu4291			1		1	2	2	25				1
Zotu1937								2			1	
Zotu4407	1				1		1	1			1	
Zotu8403	2		3									
Zotu1685	5			1	1	3	3	1	1		3	1
Zotu31862	1			1								
Zotu150	3		1		3	2		2		1	2	3
Zotu17594					3			12		1	8	
Zotu4501	3		1	4			6	14		6		1
Zotu11475	1											
Zotu5520					1				1			1
Zotu5635	1											
Zotu23788	4				1							
Zotu5926	1				5	1					1	
Zotu4105	2	1			48		2	3		1		
Zotu13632						1						1
Zotu3118		1			5	2	1		3	1	3	1
Zotu16715	1				1							
Zotu9157	1				3		2	1		3		
Zotu515	15	1	1	2	45	3	2	9		2	60	
Zotu10631	2			1				1				
Zotu1109	1				5	2	1				2	1
Zotu4185	2	5		2	1		1	3	2	3	1	
Zotu143				1			2		3			2
Zotu4923	1				2	1						
Zotu1031	1			2	38	24	2	1		1	97	19
Zotu33849	1		2			1						
Zotu1002	1		1									1
Zotu483	8	2	2	1	36	5	2	1	1	1	4	1
Zotu3676	1		1					1				
Zotu4064	1				1		1					
Zotu10087											1	
Zotu18594										1		
Zotu8401	3		4	1	9	8					2	
Zotu16305	1											
Zotu11904					2						1	
Zotu2915	1	1	1	22	4	4	1	2	2	1	2	3
Zotu1969	1		2	1	4	2	2	2		3	4	
Zotu492	1				13	1	2			1	1	
Zotu1186	1								1		1	
Zotu37272	1											
Zotu3158	9			1			1	3		4		
Zotu14183	1				1							
Zotu856	2		1		1							1
Zotu5964	1									30		
Zotu51330	2				3		3	1		1	1	2
Zotu26495	1						1	1			1	
Zotu144	3		7	6	4	2					3	4
Zotu441	6	4	1	1	17	3	2	10	1	6	4	
Zotu30410	1											
Zotu8334	2						2			7	3	
Zotu19125	2							1				
Zotu26931					1							
Zotu13473							1					
Zotu19491		1					2					
Zotu2118	2		2		2		1	1			2	
Zotu2787			2									
Zotu9127	1						1					
Zotu14815						2				3		31
Zotu2262	1		1		3		2				7	
Zotu8366	1							2				
Zotu9821	1		1				5	4				
Zotu1818			1				2	2		1		
Zotu1030	1				2	1	2		1		2	3
Zotu21013	4											
Zotu1592	8			3	14	1	3	11	1	1	3	
Zotu11265	1					1						
Zotu1734	2	14	38			1		2		9	2	1
Zotu12461							1				2	
Zotu731	1		3					1			2	
Zotu9110			1			1	5		1		1	
Zotu19402										1		
Zotu1673	4			1	6	3		1		1	4	
Zotu2491	2	1	2	4	1	1	6	1	14		1	1
Zotu17736	1											
Zotu6275	1				1		3		1			
Zotu12242	1						1					
Zotu17291					1							
Zotu4525	1			1	2			1		28	28	
Zotu7466	1											
Zotu702	3		3	2	13	2		1		2	7	1
Zotu21869	1				1			1				
Zotu13413	2											
Zotu1215	2				3	2					2	
Zotu3098	4				1							
Zotu3329	1			1		1	2					
Zotu5558	2				1			3		1	3	1
Zotu11490											1	
Zotu6021	3	1	1				3	2		1		1
Zotu7844	1						2					
Zotu2354	2				1	3		2		1		
Zotu258	2			1	4	5	2	1	2	1	2	2
Zotu23233	1											
Zotu24298	1							1				
Zotu15553	1											
Zotu13359								1				
Zotu3691											1	
Zotu1195	2			8	6					1		5
Zotu4005	1											
Zotu41699			1		1	1				4	1	2
Zotu10337	2					1						
Zotu15209	1											
Zotu13367						2						
Zotu799	1		2		6		1		1	3	1	4
Zotu809	3		5	1	3	2	2	2		2	3	1
Zotu568	5	2	2	28	6	37	2	1	8		10	116
Zotu3984	4			2	2		1	2		1	2	
Zotu31364	1											
Zotu10593	2											
Zotu377	1		9					9		17	8	4
Zotu19377	3											
Zotu49618	1											
Zotu10365					3	1	1				2	
Zotu1303	2				23	3		2		1	10	
Zotu192	2		1		2	4						3
Zotu8765								1				
Zotu963	1		2		1		1	1			1	1
Zotu448			1		2	1		1				
Zotu851	1		1	2	1	14	1	2			1	1
Zotu14390	2			3	1							
Zotu3089			2	1	2		1	1			3	
Zotu9274					3					3	3	
Zotu9710	1			2						1		
Zotu7223						1	2	1				
Zotu7678	3						4	1				
Zotu3403	2			1			3	2				
Zotu381	3		1	1	8	4	4	1		2	1	
Zotu2538					6	3				3	5	
Zotu1757				2	1	1	1		1			1
Zotu9439				1								
Zotu1531			2	1	10		1	3		2	3	1
Zotu27405	1											
Zotu2583	3			1	6	10		2	1	4	3	
Zotu26109	1											
Zotu3914	2											
Zotu10809	1											
Zotu6576		59										
Zotu450	1			2								1
Zotu8008	2		1							1		
Zotu6688	1					1		1		1		1
Zotu7819	1						1					
Zotu25172	1											
Zotu8274	3			2	1		1			2		
Zotu10321					4					4		
Zotu14863										1		
Zotu3787	1			2	5			3		4	9	
Zotu10428	1											
Zotu2099	3			2	7		3	6	1	3		
Zotu3579	2		1				6					
Zotu366	3			5	3		2			1	2	3
Zotu761	1		1	3	6	4	1	2	1		4	
Zotu23787	1							1				
Zotu5729								1		2		
Zotu23148	1					1						
Zotu22040						1						
Zotu6286	1					1					3	
Zotu1812							1					
Zotu6783							1	1		1	1	
Zotu24867					1							
Zotu5105					1	2	1		1			
Zotu7301	4			1	2		1			1	1	
Zotu28364			1	33	1	6		1	11			5
Zotu4231	1		1					2		1	1	
Zotu16716	1	2										
Zotu3302	1			1		1		2		3		
Zotu15026				1				1			1	
Zotu19407	1											
Zotu1608	1		3	1	4	3			1		3	
Zotu9906	2						1			2		
Zotu2561			1									
Zotu11198			1									
Zotu6265	1				1							
Zotu2123			1	18	41	10		4			3	
Zotu47765	2											
Zotu4329	1											
Zotu940			1	1	1				1	1	2	1
Zotu1951	1		3		3			1			2	1
Zotu12130									1			
Zotu9015	1											
Zotu8699					2							
Zotu3244			4	1	7			1		1	4	
Zotu214	2				64	201	20	26		2	47	15
Zotu27358	2				1							
Zotu9346	1		1									
Zotu6085	2							1				
Zotu1542			4	1			1		2		1	1
Zotu3822	1						2					2
Zotu992	2					1					1	1
Zotu15256					1					1	2	
Zotu187	1	4	2		80	1		17	5		48	4
Zotu7805				2	1			1				
Zotu23792							1					
Zotu10674	2				1			1		2		
Zotu274	5		3	3	53	5	10	16		4	63	4
Zotu10211				2								
Zotu39407	1		1		1	2	3	4		2	4	11
Zotu397	1		1	2	9	8	4	2	2		10	6
Zotu2113		2						8				
Zotu4188			1					1			1	
Zotu1029				2	15	4	1	2			8	
Zotu691				1		1						
Zotu603	1		1	1			1			32	4	108
Zotu442				1		1						2
Zotu48440								1				
Zotu15449						1		1				
Zotu22358	1									1		
Zotu6887	1									1	1	
Zotu45076												1
Zotu4540	2											
Zotu10226	1			2	4							
Zotu19990		2			1	2	2	3		4	2	
Zotu7419				1	1		7			3		
Zotu5288			1		5		1	1		1	4	
Zotu5111	5			2	4		3	5		2	1	
Zotu10731	1		1									
Zotu10561	1				10	5						
Zotu535	8	14	8	3	32	16	20	3		3	4	9
Zotu3078	2		9			3	2	2			1	2
Zotu40690	7											
Zotu6711	1				1			1		1		
Zotu11136	3			3	1		1					
Zotu4838	2		1		1							
Zotu7468	5		1					2		1		
Zotu1193				3	5	1			2	1	3	
Zotu2188	2	1						1	4		3	1
Zotu3483				1		2				5	1	
Zotu7317	3											
Zotu1569	1			1	5	2	2	3		2	3	2
Zotu20449	1											
Zotu1805			1									
Zotu5931	3				1		2				1	
Zotu2043	3		1		1	2		1		4	1	
Zotu1530					2							1
Zotu18589	2				1							
Zotu12623	3			1			1					
Zotu451	4		1	1	6	2	2	4		9	5	1
Zotu38841	1											
Zotu55388	5						7	1		19		
Zotu474	3		2	1	2		1			2	1	1
Zotu154	6	3	64	28	1	3	162	366	96	10	12	22
Zotu19254								1				
Zotu2962	1		4									
Zotu7400	4						1	5		4		
Zotu14916	1											
Zotu19263		1				1						
Zotu177	2	1	1	4		3	4	34	3	20	2	8
Zotu4764					2							
Zotu25670	1											
Zotu46515	2											
Zotu1061	4			5	30	3	1	2		5	2	2
Zotu44769					1							
Zotu15205				6							1	
Zotu15704	2			1	1							
Zotu1928				15	6	3			1	1	8	
Zotu586	4		1	2	1	1		1		2	1	
Zotu21771	1				1							
Zotu22946	1											
Zotu4996	3	2	1		2		1	2		1		
Zotu3247								1				1
Zotu2926			7			1		1	1		1	
Zotu2736	3	1	1	2				1	1	1	1	3
Zotu937	2		1	1	1	1	11			1	3	
Zotu10063	1				8					1	3	
Zotu51713	2											
Zotu164	6	1	3	3		1						
Zotu9878	2			1						1		1
Zotu7888			1	5	2	2	1	1	1	9		
Zotu22392	2											
Zotu5431						1						
Zotu13914					1						1	
Zotu1680	5		1		1	1	8	3		9	8	
Zotu33933	1					3		1				11
Zotu8471				1			1	1				
Zotu2594	4		1			1	2	1				
Zotu15495		1		1			1	2				
Zotu1940	2				1	3		2		1	3	
Zotu9922	1							2				
Zotu6178	2									3		
Zotu5012						1				6		
Zotu54134	1									1		
Zotu2399	3				2	3						
Zotu2041	1		1		3	4					1	
Zotu1601	2	1		5	40	1		15		1	2	1
Zotu7676					1			1				
Zotu2706	1				4	1	2				2	2
Zotu11276	2	5	9							2		
Zotu9981			4			1	3	1			2	
Zotu5195	1											1
Zotu24601	1	1	1									
Zotu20476	1										1	
Zotu8788					1							
Zotu25393					1					1		
Zotu13597							1	2				
Zotu648	1		1		5	1	2				2	
Zotu2242	4				3		11			2		
Zotu2307	1	51	18		1			8		1		1
Zotu54869	1											
Zotu7943	1	1	1									
Zotu20276							2					
Zotu9179	5			2								
Zotu1631	3		1		1	2	4			12	6	
Zotu17561	1				1			1		1	1	
Zotu26226	1		1					1				
Zotu79		2		2			27	1				
Zotu6660	1				11		1	1		1		
Zotu1040	2		4	2	22	7	14	1		1	5	
Zotu7242	1								1			
Zotu2057			1			2					1	
Zotu38838	1											
Zotu3200	3		1		3	2	2	1		3		
Zotu5317			1					3				
Zotu3562					1		6					
Zotu4018					1			1			2	1
Zotu20734	1							1				
Zotu2178	2				1							
Zotu17769	1				1		2					
Zotu3456		1			1							
Zotu19834	1											
Zotu6382										2		1
Zotu18037			2									
Zotu18061	1											
Zotu4746					1			4		1		
Zotu5719	1											
Zotu9373					3							
Zotu19162	1				1						1	
Zotu1340	5			1	1	27		1		2	11	1
Zotu260	2		4	12	13	3	4		2		3	
Zotu12172				1				2				
Zotu25325	1											
Zotu12859	2											
Zotu3195	2			3	1	1		4		3	2	
Zotu18450	1		1								1	
Zotu23816			1									
Zotu4831					4	14						
Zotu27613							1					
Zotu21222	1							4		1		
Zotu1844	4	1	3	1	10		4	3		1	14	
Zotu36008	1											
Zotu2400	1		2									
Zotu1850			1					2		2		
Zotu1459	2		1		10	5	1	1	1		2	1
Zotu10107	1				1			3				
Zotu12703										1		
Zotu28766	1				21			33		1	6	
Zotu10766	1											
Zotu7107										7		
Zotu6251				1				1				
Zotu1965	1			1	4						1	
Zotu979					1	1						
Zotu22705										1		
Zotu4837	1				1	3		1			7	
Zotu660				1	2	4	2	1		5	6	1
Zotu6725	2			1			1			4		1
Zotu44153	3			1							1	
Zotu2557	1		4	1			1		3			
Zotu32851			1							1		
Zotu4686		1		1	34		1	3		2	1	
Zotu7090						1						
Zotu17174					1		1	1				
Zotu156	1		26	1	2	2	15			18	77	11
Zotu8290						1						
Zotu7127	4			1	1		1					
Zotu8824	1				3		1				1	
Zotu1302	3		6		5		12		1			
Zotu7395	1			2	1							
Zotu55569	1											
Zotu6592	1				1		1				2	
Zotu3567	2				6		2	1			1	
Zotu387	2		5	1	1						1	
Zotu3919						1	1		1		1	
Zotu2192					1				1			
Zotu1307	4			1	1			5	1		6	35
Zotu16346	1											
Zotu21897										1		
Zotu578	1				1		1				2	2
Zotu4894					3	1	1		1			
Zotu29704		1							1			
Zotu21695	1											1
Zotu8149	3						1					
Zotu1963	1	1	2	1	3	1	1	2		2	1	2
Zotu754	1		3		1						1	
Zotu20912	1											
Zotu8709	5		1							1		
Zotu2460											1	
Zotu1728	2				1		1	8			1	
Zotu9361	1			1								
Zotu17606	1											
Zotu3063			1								1	
Zotu4421	1		2				1					
Zotu326				21	5	127		13	13	1	11	7
Zotu14128					1		1				4	
Zotu20500										1	1	
Zotu25243										1		
Zotu868	2		7		3				1		1	1
Zotu7566	1							1				
Zotu335	2				6	2					1	3
Zotu1424	2				4	5	2					
Zotu23860					1							
Zotu3135	1			1	1			1		2	4	
Zotu21147	1						1					
Zotu1134					7	3		1		1	6	
Zotu6844	1	1	1			1			1			
Zotu10257											1	
Zotu2623	1	2	2		2		13	2	1			
Zotu2075			1					1		6		
Zotu6798								1	1			
Zotu29445					1							
Zotu6066	1				1							
Zotu11073	2		1		1	1				5		
Zotu15064	1										2	
Zotu5408										1	1	
Zotu12564			1									
Zotu4253			2			1	2					1
Zotu13903			1									
Zotu4952	1	1										
Zotu2035			4		1						3	
Zotu7352											1	
Zotu11446			1				1					
Zotu6215	2		1	2	1		2	2				
Zotu4873			1									
Zotu2928	1											
Zotu2567	6		1				27	2	1		1	1
Zotu2945	1						1			1		
Zotu536	2	1		2	3	1		1	1		2	1
Zotu18640										2		
Zotu14121											1	
Zotu2782	2											
Zotu54185	1											
Zotu1779	2	16	16					9	15			1
Zotu36199	1											
Zotu670					2	1	1	1			2	
Zotu30569										1		
Zotu3137											1	
Zotu8545	2				1					1		
Zotu5252			2		1	3					1	
Zotu8776	2											
Zotu12088	1		1									
Zotu7092				1	1	1					2	
Zotu5033	1		1	1	1			1			2	1
Zotu32571	1											
Zotu278	1		3	1	5		1	1			1	
Zotu554	2		1	1	13	1	30	1		5	3	
Zotu14467				1						1		
Zotu266					4			5		36	10	
Zotu22037	3									1		
Zotu10363	2				1							
Zotu4724					5					2		
Zotu37325	1											
Zotu1895	4				1	7	1	1				8
Zotu10160	1		1	3		4					2	2
Zotu8390	3				2						1	
Zotu43947				1								
Zotu6377	1						33	2	1			
Zotu3067			1									
Zotu6	1	9	1	1053	87	585	1	34	1051	4	61	371
Zotu31326	1											
Zotu8744	1					1						
Zotu13275	4							2				
Zotu6947			2	4	1							
Zotu639			1		1							
Zotu2107	1					1						
Zotu2172	1				3	1	2	1		1	1	
Zotu12850	2			5			2	1			1	
Zotu3026					4	2	1		5			
Zotu1992	1				1	1		1				
Zotu549	6		2	5	16	8	4	5	5	2	17	3
Zotu2861	1											
Zotu1363	1				1	1			1	3	1	1
Zotu17153	1											
Zotu6154	2				1						2	
Zotu18941	1						1					
Zotu2425	1		2			2					1	
Zotu906	1						1					
Zotu14553	1										1	1
Zotu1335				2	10	5		3		1	5	1
Zotu3101					10			1				
Zotu10514	1										1	
Zotu35123								1				
Zotu7645							1			2	2	
Zotu5229							1	1			1	
Zotu218	3	1	9	4	10	15	1	3		9	14	4
Zotu2957	3		1				1	3				
Zotu3581						1				1	4	
Zotu23101								1				
Zotu11527	1											
Zotu6365	1		1		1			1				
Zotu3377			1		1					12		
Zotu16336	3			1								
Zotu45153					1		5			5		
Zotu17538				1	1						1	
Zotu11196											1	
Zotu938					1					7		
Zotu3841	4		2									
Zotu1912	4						11			1	1	
Zotu28636			1									
Zotu2137				2	2			1			1	1
Zotu19727	1				1		1					
Zotu2169					2						1	
Zotu2923	1			1		3					2	
Zotu19661	1											
Zotu5209	3	2			1			2				1
Zotu4637											1	
Zotu12382	1											
Zotu202	2		43					2				2
Zotu14125	2									2		
Zotu4249	2							13				
Zotu1154	1		1	4	15	2	1	6	2	8	5	1
Zotu9421	2				1					1		
Zotu17172					2							
Zotu419	1				25		2	10			20	
Zotu421	1		5	1	2	3		1		5	4	
Zotu6128	2						1					
Zotu6418	1					1	11	1				2
Zotu15025	3									1		
Zotu8881					1							
Zotu2542					2		1	2			1	
Zotu16721	2			1				3				
Zotu52915	2		3		1		4	9	1		7	2
Zotu2160	1		3			1	1	1		2		
Zotu1085				2	2	1	1	1	1	2	1	1
Zotu3379					3			1		1		
Zotu1790	1		7		6	2	7	3			6	2
Zotu1696	1		1	1	2	2	1	1		2		1
Zotu2905	1	6	1		4	6		3		1	1	7
Zotu10230	1				1		2					
Zotu208	2					2				1	1	4
Zotu1295		1	2	2	10					1		1
Zotu9047	1		1							1		
Zotu25623	1											
Zotu510	5				14	1	1	5		23	110	
Zotu38765	1								1			
Zotu40715		1			1	3		2		4	1	
Zotu4744	1											
Zotu1207				2						1	1	
Zotu803	1	2	11	1	1	1	1	6	3	10		
Zotu18615								1				
Zotu19101	1		1									
Zotu4241	4				4					38	3	
Zotu1525	4	1	1		1		1			2		1
Zotu5239					4							
Zotu2781	2	1	1		1	2	1	6		2	2	
Zotu9013	1										1	
Zotu45862		1	2									
Zotu2744	1			6			1			1		
Zotu1954	2			2	3			1				
Zotu6137	4						2					
Zotu2755	1											
Zotu10096	2							1				
Zotu28990							1			1		
Zotu606			2	3	8	1	1	1			4	
Zotu45461	1											
Zotu8928	1			1						1		
Zotu4302			1	3	1	3	6	4	2		1	1
Zotu5373	1											
Zotu21178	1											
Zotu14177	3											
Zotu5401	1		2	1	1							
Zotu1621	4				3	1			1		4	
Zotu4414	1				1	2		1		1		
Zotu7255			3			1					1	
Zotu2285	2									4		
Zotu9378						1						
Zotu28245	1											
Zotu14322	1	1									1	
Zotu28231	1				1						1	
Zotu22597	3											
Zotu22790	1				1							
Zotu12994	1			1								
Zotu55153										1		
Zotu3467												1
Zotu439	2		1		2	3		2		23		2
Zotu3629	1		1		1		1					1
Zotu53579	2	4	2	1	1		10	7		7	4	1
Zotu1437	2		1		6	2	2	4		1	1	2
Zotu2380	4				1			7		2	1	
Zotu23240	1				1						1	
Zotu43946								1				
Zotu3718	2				4	2	1	1		2	3	
Zotu2635	1						2			1		
Zotu5439					2						1	
Zotu8098			1	1							1	
Zotu8250	2				2			2				
Zotu20513	5											
Zotu22449			1									
Zotu4081					2						1	
Zotu2615	1			2	2	1	3			1		1
Zotu4588	2				3			11				
Zotu4223	2		2	1		1	1	4			4	
Zotu2226	1			2	6	3	2				5	1
Zotu16045					9		1			2		
Zotu247	1										1	
Zotu10504			2		1							
Zotu31154	1				1							
Zotu19906	1		1				1	1				
Zotu42894	5											
Zotu14071	4											
Zotu5014			5	1	1							
Zotu1720			1		1							1
Zotu3431	2		1	1	5			1			4	1
Zotu9545	2											
Zotu21912	2				4			1		1	1	
Zotu8454	1			4								
Zotu23619			1									
Zotu18867	1											
Zotu2620											1	
Zotu152	3		2		6	4		3	1		4	4
Zotu4848				1	16		1			1	1	
Zotu2109	5			1	1			4				
Zotu13525		1										
Zotu2352	3		1	8	79	1	2	10				
Zotu10176				1								
Zotu11079			2							1		
Zotu2697	2											
Zotu12142					1		1	1			1	
Zotu15237	1											
Zotu8142							4		2			
Zotu7089			1									
Zotu1651			4				1		1		2	
Zotu11811										1		
Zotu683	5		1	1	20	9	5	14	1	6	1	
Zotu4611				1	5		2		1		2	
Zotu1825	1		8	1			1	2	1			2
Zotu14198	2										1	
Zotu20177	2											
Zotu39752	1		1									
Zotu84	5		4		6	2				1	5	2
Zotu2971	1											
Zotu28228	1											
Zotu19230	1		1							1		
Zotu10021					1	2						
Zotu877	2		4		1			2			4	
Zotu23272	1											
Zotu3618				4	1	3			1		1	
Zotu3988	1				3		2					
Zotu20787	1				2							
Zotu765	3			13	7	5	3	4		5	19	26
Zotu7892	1											
Zotu19614	1							1			2	
Zotu16922	2					1						
Zotu1846	3			3	1		1	2	2	14	3	
Zotu3196						1	2		1			1
Zotu4970	1					1						
Zotu743	2				1	1						1
Zotu14505			1									
Zotu5480			1									
Zotu38773								1				
Zotu849			1								1	
Zotu4858			3	11		16		1	1	1		8
Zotu250	1	1	2	1	22	10	1	1			5	2
Zotu35765	1				1					1		
Zotu9112	1					1						
Zotu1311	1		2		1	2					1	2
Zotu13351	3			1	1			1				
Zotu1906			2							1		
Zotu13603								1				
Zotu39265	1											
Zotu10579	1				1					1		
Zotu14	1	1	5	2	38	11	31	47		36	148	11
Zotu24704	1											
Zotu39223								2				
Zotu29087	1											
Zotu5183			2	1							1	
Zotu916	5	1	3		1		2			1	2	1
Zotu3352											1	
Zotu4546			1				3	1			1	
Zotu6668			1	1							6	2
Zotu6105	1			1	1	1		1		1		
Zotu16812												1
Zotu5919	1				1			2			3	
Zotu1540		1	1		10	4	1	1	1	1	12	3
Zotu622	1	1			60	2				58	1	
Zotu53436	1											1
Zotu26220											1	
Zotu4173	1		3	1	1		3	1			3	
Zotu7829	1											
Zotu6307			1				1				5	
Zotu16350	1				1							
Zotu41328					1							
Zotu39634					1			1				
Zotu38026	2											
Zotu2097	1										1	
Zotu16124											1	
Zotu3744	1		1		1				1	1	3	
Zotu5032			1					1		1		
Zotu4762	1											
Zotu5758	1				3	5				1	3	1
Zotu19342	1				1							
Zotu1275					3	1					2	2
Zotu22071	2											
Zotu16722								1				
Zotu1709			5	1	6	1	5	3	1	1	7	2
Zotu7183	1					1			1			
Zotu9338					3		3					
Zotu8006	1											
Zotu4741						3		1			3	6
Zotu7280		1	2		2						3	
Zotu45573	1										1	
Zotu2237	3		1		2		3	3				1
Zotu5149	2											1
Zotu10835	1			1	16	1	1					
Zotu3345	1				2							
Zotu819	1					1		1		1		
Zotu751	3		3	4	10	2	4					
Zotu7216							3					
Zotu4209	4				1		3			4	4	
Zotu27965	1											
Zotu12772	2	1		1	4	1	2	3				6
Zotu17868	1				1							
Zotu4174								1				
Zotu14397	1											
Zotu7122	2											
Zotu38758	3											
Zotu5006	3				1		2					
Zotu4278			1	2							1	
Zotu48307	1											
Zotu1832					1			1			1	
Zotu2149					2	1		1		1		
Zotu7448	1			2	1							
Zotu7074	1										1	1
Zotu39303	1											
Zotu1754	1							2			1	
Zotu1702			3		1	1				1		1
Zotu47350	1											
Zotu3477	2			1								1
Zotu22712	1											
Zotu7303	1			1				5				
Zotu2664						1					1	1
Zotu1313					3	1						
Zotu4514				1							2	
Zotu5761	1				13		1	1		1	5	
Zotu941					3	1		1			1	
Zotu27300	1											
Zotu6213	4											
Zotu966					1					1		3
Zotu7783												1
Zotu300			3	1	3	4	2	1	1	2		3
Zotu618					1	1		1			1	
Zotu12945					2			2			1	
Zotu6695			1									
Zotu18160										1		
Zotu6846	1			8	12	6			1			
Zotu4901	2						1					
Zotu7372	1										2	
Zotu4008	2					2						
Zotu36866	2			1	2	2	1	1		3	2	
Zotu14118									1			
Zotu5940	1											
Zotu3273	10		1	1	18		2	3	1	2	1	
Zotu7551	1				2			1		1	3	1
Zotu25349	6			1						1		
Zotu2772	1									1		
Zotu11634	1						1			3	1	
Zotu1596				1	1	1				6	1	
Zotu1017				1			1	3		4		
Zotu6103	2											
Zotu45464	1			1			4	2		1	2	2
Zotu8025			1						1			
Zotu15374				1			1					
Zotu7702					1			1				
Zotu15862										1		
Zotu4972	1											
Zotu1549			1		2	64					32	1
Zotu36672										1		
Zotu46587	1											
Zotu6545	1						1					1
Zotu48174	2											
Zotu314	2			1		1					2	
Zotu10906	5											
Zotu365					2	3						
Zotu8224	1	4						1	1			1
Zotu4642	2				6			1		3	2	
Zotu794	1				7	3	1				2	
Zotu9634	1				1	2						
Zotu3003				1	9					6	2	
Zotu327	2			2	3	10	1		1	1	1	1
Zotu2495					2							
Zotu3140	1							1				
Zotu7253	1									1		
Zotu24107	2									3		
Zotu2450	5		1		3		8		1			
Zotu41921	1											
Zotu6570					1	1	1		1		1	1
Zotu2727					1		1	1			1	
Zotu6959					1	1		1				
Zotu4995	1											
Zotu4233	4									2	5	
Zotu9371	1				1					1		
Zotu2232						1						
Zotu8479	2											
Zotu26094	1											
Zotu30623	2											
Zotu1443			1	1	2						1	
Zotu35320			1		1	3		1			1	1
Zotu13849	1											1
Zotu2686	2					1				1		
Zotu4409	1				1							
Zotu12314	1										1	
Zotu15933	1							1				
Zotu6907	1		1							6		
Zotu7299							1	2		16		
Zotu5995	1											
Zotu10965	1										1	
Zotu17413	1						1					
Zotu5514	2		4				10		1	5		2
Zotu4897	1			1	1	1	1					
Zotu18975	1											
Zotu7171					1							
Zotu6689			2				3	1				
Zotu17453						1						
Zotu17422	1											
Zotu5920	1											
Zotu6622	1	1					3	1				
Zotu8844	1			1	1						1	
Zotu5543				1	2	4			3	1	2	3
Zotu3733					1	1		1		1	1	
Zotu37077												1
Zotu44749						1				2		
Zotu3034		1	1			1						1
Zotu11021	1									1		
Zotu1981	3					1				1	1	
Zotu6230				5	13	6				2	1	
Zotu20406	1											
Zotu13742	6			2			1	1		2	1	
Zotu10888	1											
Zotu245	3		2		3	5			1		4	5
Zotu19112					1		1					
Zotu48647	1	1		1	1	1	2	4			1	
Zotu6811	1				2		1				3	
Zotu6298	1						4	1				
Zotu12379			1							2		
Zotu110	5	2								1	9	
Zotu2789	2				1		1				1	
Zotu3453							4	1				
Zotu16990	2											
Zotu5349	2				9	3	2					
Zotu2818	1						1					1
Zotu11277			3	1								
Zotu14756							1					
Zotu15818									1			
Zotu31785	1											
Zotu9877							1	1			2	
Zotu14839	1											
Zotu464	1				1						2	
Zotu4835			1		1	1		1		1	2	
Zotu2533			3					1		1		1
Zotu957	1		1		4	2	1	22		2	1	1
Zotu8000	1											
Zotu15069			1									
Zotu6441					5							
Zotu1073					1					2		1
Zotu16861				1								
Zotu1146	3	1		33	5	7		3	20	1	3	1
Zotu1837					1	3	3	2		3	3	
Zotu6691	1					1		1				
Zotu6481	1			8	2		1	5		2		
Zotu6438	1				1				1			
Zotu53505	1			1								
Zotu1330					1			2			76	
Zotu9091	1				6	2	1			1		
Zotu346	2		13	3	1	2	1	19	4	3	4	
Zotu7000	1		5									
Zotu1101					2	2					2	2
Zotu6944			1				2					
Zotu5172	2											
Zotu959	3		1			1				1		1
Zotu27357										1		
Zotu33905	1									1		
